id,edad,ingreso,educacion,experiencia,satisfaccion
672,21.0,78959.0,4,3.0,4.0
673,40.0,54233.0,5,18.0,3.0
674,22.0,35024.0,4,2.0,1.0
675,33.0,41301.0,4,1.0,7.0
676,46.0,71070.0,4,18.0,
677,25.0,69814.0,4,10.0,
678,31.0,63650.0,2,0.0,4.0
679,26.0,35779.0,4,13.0,4.0
680,31.0,38921.0,3,3.0,3.0
681,72.0,42975.0,4,9.0,5.0
682,18.0,73756.0,5,13.0,2.0
683,46.0,49992.0,5,23.0,7.0
684,36.0,60322.0,5,15.0,
685,27.0,26938.0,3,2.0,5.0
686,47.0,14974.0,2,19.0,7.0
687,50.0,48941.0,1,6.0,9.0
688,24.0,57933.0,5,3.0,
689,34.0,52449.0,3,14.0,7.0
690,28.0,55952.0,3,13.0,9.0
691,40.0,47221.0,4,0.0,7.0
692,37.0,53268.0,3,16.0,6.0
693,35.0,56686.0,3,9.0,7.0
694,40.0,44718.0,4,23.0,6.0
695,41.0,30791.0,4,-0.0,7.0
696,53.0,45582.0,2,6.0,6.0
697,25.0,69309.0,4,18.0,3.0
698,34.0,14581.0,4,11.0,5.0
699,64.0,40363.0,3,8.0,4.0
700,27.0,49961.0,3,13.0,9.0
701,50.0,28402.0,3,0.0,4.0
702,23.0,73886.0,2,12.0,6.0
703,44.0,47215.0,4,7.0,6.0
704,33.0,54760.0,5,0.0,7.0
705,40.0,38167.0,3,14.0,8.0
706,32.0,40839.0,3,7.0,2.0
707,51.0,48236.0,2,19.0,9.0
708,35.0,42840.0,3,13.0,6.0
709,33.0,41693.0,1,10.0,3.0
710,41.0,36150.0,3,10.0,7.0
711,27.0,58911.0,2,17.0,8.0
712,18.0,27719.0,1,0.0,9.0
713,18.0,67495.0,3,21.0,8.0
714,26.0,55544.0,5,15.0,5.0
715,56.0,46445.0,3,22.0,4.0
716,62.0,58885.0,1,8.0,3.0
717,19.0,150135.0,1,7.0,4.0
718,37.0,47291.0,4,3.0,9.0
719,27.0,33375.0,4,16.0,2.0
720,38.0,48875.0,4,5.0,
721,20.0,40252.0,1,15.0,1.0
722,39.0,32449.0,5,12.0,6.0
723,25.0,34102.0,2,8.0,2.0
724,21.0,54255.0,3,10.0,7.0
725,27.0,38329.0,1,16.0,6.0
726,18.0,31234.0,1,9.0,9.0
727,43.0,51334.0,4,14.0,7.0
728,25.0,55425.0,2,0.0,2.0
729,53.0,47562.0,4,3.0,10.0
730,45.0,29993.0,1,6.0,10.0
731,50.0,66661.0,1,17.0,7.0
732,30.0,48778.0,3,6.0,9.0
733,51.0,70885.0,4,14.0,1.0
734,51.0,47963.0,5,6.0,4.0
735,30.0,63567.0,5,3.0,9.0
736,36.0,24691.0,1,8.0,3.0
737,53.0,44113.0,5,8.0,9.0
738,37.0,42809.0,5,15.0,5.0
739,27.0,76031.0,5,16.0,5.0
740,48.0,41029.0,5,16.0,4.0
741,50.0,31024.0,4,20.0,3.0
742,24.0,41538.0,2,11.0,9.0
743,41.0,38289.0,4,0.0,9.0
744,35.0,49139.0,3,2.0,6.0
745,49.0,34643.0,5,8.0,4.0
746,26.0,35253.0,4,19.0,8.0
747,51.0,60795.0,4,3.0,6.0
748,46.0,15685.0,3,2.0,8.0
749,31.0,60312.0,2,13.0,8.0
750,29.0,64036.0,4,6.0,2.0
751,21.0,63971.0,4,17.0,9.0
752,52.0,24735.0,5,7.0,6.0
753,24.0,27397.0,5,9.0,9.0
754,33.0,47610.0,2,10.0,9.0
755,58.0,50406.0,2,9.0,4.0
756,45.0,26049.0,2,5.0,9.0
757,39.0,66181.0,3,3.0,5.0
758,38.0,74908.0,2,14.0,2.0
759,33.0,40132.0,4,8.0,4.0
760,19.0,44378.0,1,9.0,7.0
761,42.0,76585.0,2,0.0,8.0
762,22.0,54532.0,2,10.0,4.0
763,61.0,54314.0,5,13.0,10.0
764,18.0,52474.0,3,15.0,4.0
765,32.0,19546.0,3,23.0,8.0
766,36.0,34365.0,4,7.0,7.0
767,28.0,69475.0,3,10.0,4.0
768,36.0,32423.0,4,2.0,3.0
769,44.0,66139.0,4,0.0,8.0
770,53.0,59227.0,3,16.0,6.0
771,37.0,36428.0,2,0.0,5.0
772,35.0,61242.0,5,12.0,4.0
773,,57666.0,3,15.0,6.0
774,36.0,78511.0,3,22.0,7.0
775,26.0,52291.0,3,16.0,6.0
776,35.0,52235.0,2,18.0,7.0
777,51.0,33177.0,3,15.0,9.0
778,37.0,78884.0,4,18.0,4.0
779,35.0,16796.0,4,5.0,1.0
780,34.0,51803.0,1,26.0,8.0
781,42.0,55476.0,1,6.0,2.0
782,40.0,56441.0,1,6.0,10.0
783,41.0,56699.0,2,20.0,6.0
784,31.0,48812.0,3,27.0,9.0
785,18.0,74364.0,4,16.0,4.0
786,28.0,67235.0,2,16.0,1.0
787,35.0,64835.0,5,6.0,9.0
788,24.0,86642.0,1,8.0,8.0
789,44.0,39568.0,4,3.0,
790,24.0,46810.0,5,5.0,8.0
791,18.0,263800.0,3,23.0,10.0
792,45.0,29661.0,4,0.0,1.0
793,32.0,68118.0,5,17.0,3.0
794,35.0,43662.0,5,19.0,9.0
795,18.0,51568.0,3,9.0,5.0
796,31.0,280010.0,3,12.0,2.0
797,33.0,49748.0,1,0.0,7.0
798,36.0,35240.0,5,12.0,7.0
799,46.0,54773.0,2,4.0,1.0
800,27.0,32950.0,4,0.0,
801,32.0,50414.0,4,13.0,3.0
802,56.0,43720.0,5,4.0,9.0
803,33.0,58751.0,3,9.0,2.0
804,53.0,57961.0,3,10.0,1.0
805,18.0,45585.0,2,15.0,6.0
806,33.0,59358.0,2,8.0,8.0
807,50.0,60351.0,5,8.0,1.0
808,44.0,59761.0,3,7.0,10.0
809,54.0,28256.0,1,8.0,9.0
810,31.0,11455.0,3,16.0,7.0
811,37.0,48865.0,5,16.0,9.0
812,18.0,16054.0,4,7.0,5.0
813,18.0,54543.0,3,10.0,9.0
814,42.0,27107.0,4,8.0,6.0
815,28.0,56275.0,5,2.0,
816,45.0,32217.0,3,25.0,7.0
817,31.0,19221.0,2,5.0,2.0
818,42.0,19679.0,4,14.0,5.0
819,25.0,52761.0,2,11.0,7.0
820,22.0,18882.0,2,17.0,4.0
821,48.0,58813.0,3,0.0,6.0
822,,53001.0,2,15.0,1.0
823,35.0,71273.0,2,14.0,6.0
824,45.0,70279.0,3,0.0,2.0
825,46.0,71968.0,1,12.0,3.0
826,49.0,32095.0,5,15.0,1.0
827,31.0,43013.0,4,2.0,6.0
828,26.0,61706.0,2,6.0,2.0
829,36.0,42224.0,3,8.0,10.0
830,39.0,51840.0,3,4.0,5.0
831,19.0,29600.0,2,8.0,6.0
832,18.0,57450.0,2,23.0,1.0
833,40.0,50309.0,2,14.0,10.0
834,50.0,33406.0,1,12.0,3.0
835,37.0,69499.0,3,16.0,8.0
836,32.0,32387.0,2,4.0,4.0
837,37.0,58585.0,2,-0.0,6.0
838,38.0,67056.0,4,7.0,4.0
839,23.0,49382.0,2,11.0,4.0
840,38.0,48708.0,2,12.0,8.0
841,49.0,65705.0,3,7.0,5.0
842,40.0,70587.0,5,0.0,2.0
843,33.0,48702.0,1,13.0,9.0
844,44.0,40102.0,1,4.0,4.0
845,42.0,32476.0,5,5.0,6.0
846,23.0,39433.0,5,16.0,7.0
847,51.0,73469.0,2,10.0,4.0
848,45.0,22515.0,1,21.0,6.0
849,39.0,39159.0,3,9.0,9.0
850,41.0,28394.0,4,9.0,6.0
851,38.0,35008.0,3,8.0,5.0
852,26.0,51067.0,3,10.0,7.0
853,43.0,48309.0,5,8.0,4.0
854,36.0,43161.0,3,9.0,7.0
855,49.0,50642.0,3,7.0,2.0
856,29.0,52667.0,4,13.0,7.0
857,26.0,25690.0,2,15.0,8.0
858,25.0,51526.0,2,7.0,9.0
859,48.0,37655.0,3,7.0,5.0
860,35.0,39570.0,3,14.0,3.0
861,,40620.0,3,22.0,6.0
862,20.0,30167.0,5,5.0,1.0
863,66.0,21586.0,3,9.0,3.0
864,36.0,47441.0,1,12.0,6.0
865,28.0,56305.0,3,28.0,3.0
866,30.0,41889.0,2,4.0,5.0
867,49.0,28704.0,5,25.0,5.0
868,32.0,54720.0,3,17.0,3.0
869,22.0,68058.0,4,12.0,6.0
870,34.0,47911.0,4,0.0,9.0
871,55.0,75704.0,4,5.0,
872,50.0,44737.0,2,9.0,10.0
873,51.0,53554.0,3,17.0,5.0
874,27.0,47663.0,3,8.0,9.0
875,18.0,61477.0,3,14.0,3.0
876,31.0,56640.0,1,12.0,10.0
877,,63574.0,2,7.0,6.0
878,35.0,52160.0,4,13.0,2.0
879,46.0,63577.0,3,14.0,4.0
880,28.0,63727.0,4,4.0,6.0
881,26.0,46861.0,4,11.0,
882,22.0,43349.0,5,24.0,6.0
883,44.0,21101.0,3,17.0,5.0
884,40.0,66900.0,4,24.0,6.0
885,,54086.0,2,11.0,4.0
886,20.0,36331.0,1,7.0,8.0
887,29.0,58275.0,2,4.0,9.0
888,50.0,76000.0,3,6.0,8.0
889,40.0,58828.0,1,28.0,4.0
890,,60785.0,4,1.0,6.0
891,,66436.0,2,1.0,6.0
892,44.0,56724.0,5,0.0,5.0
893,28.0,66751.0,3,10.0,4.0
894,34.0,41430.0,5,10.0,5.0
895,39.0,47301.0,3,9.0,10.0
896,63.0,27171.0,3,12.0,2.0
897,44.0,45205.0,3,10.0,6.0
898,34.0,47206.0,3,2.0,9.0
899,37.0,43386.0,4,8.0,4.0
900,40.0,45739.0,3,19.0,5.0
901,33.0,24389.0,2,5.0,9.0
902,44.0,49075.0,5,16.0,
903,48.0,65189.0,2,8.0,5.0
904,65.0,63452.0,2,15.0,8.0
905,53.0,48641.0,1,11.0,2.0
906,39.0,61044.0,4,7.0,6.0
907,28.0,46734.0,3,8.0,6.0
908,21.0,59199.0,4,12.0,8.0
909,47.0,56462.0,5,12.0,2.0
910,50.0,48562.0,3,18.0,8.0
911,53.0,22790.0,3,0.0,6.0
912,39.0,17632.0,4,10.0,6.0
913,35.0,58332.0,3,10.0,3.0
914,34.0,35184.0,2,10.0,1.0
915,45.0,60836.0,5,3.0,2.0
916,18.0,79925.0,4,3.0,9.0
917,18.0,61640.0,2,13.0,10.0
918,18.0,46679.0,5,12.0,5.0
919,30.0,64663.0,4,17.0,5.0
920,34.0,73725.0,2,0.0,6.0
921,49.0,49495.0,4,19.0,6.0
922,36.0,68252.0,4,11.0,1.0
923,41.0,53906.0,2,15.0,3.0
924,34.0,57204.0,3,19.0,9.0
925,29.0,34056.0,1,17.0,2.0
926,22.0,46352.0,5,8.0,7.0
927,38.0,38201.0,4,8.0,4.0
928,,45574.0,3,13.0,7.0
929,22.0,39741.0,4,12.0,1.0
930,28.0,61240.0,5,18.0,2.0
931,,33995.0,5,0.0,3.0
932,25.0,39241.0,5,12.0,
933,50.0,54234.0,3,22.0,9.0
934,40.0,44711.0,1,16.0,7.0
935,41.0,40683.0,4,12.0,6.0
936,24.0,68043.0,2,17.0,9.0
937,28.0,45510.0,3,2.0,7.0
938,50.0,71186.0,2,10.0,5.0
939,27.0,34462.0,3,14.0,7.0
940,28.0,6628.0,3,19.0,9.0
941,43.0,50900.0,2,9.0,8.0
942,49.0,51775.0,4,8.0,5.0
943,50.0,72683.0,3,7.0,5.0
944,38.0,175920.0,3,11.0,4.0
945,28.0,52594.0,5,3.0,4.0
946,39.0,33794.0,2,13.0,3.0
947,41.0,55734.0,5,15.0,4.0
948,32.0,64634.0,3,19.0,10.0
949,32.0,53503.0,4,21.0,2.0
950,44.0,38348.0,2,1.0,4.0
951,59.0,54518.0,4,16.0,8.0
952,18.0,71815.0,3,3.0,2.0
953,36.0,63222.0,4,4.0,3.0
954,18.0,41261.0,3,15.0,6.0
955,36.0,30607.0,3,9.0,4.0
956,,50484.0,3,20.0,1.0
957,59.0,62534.0,5,8.0,6.0
958,42.0,53841.0,5,17.0,4.0
959,22.0,38218.0,3,14.0,4.0
960,54.0,37104.0,3,20.0,5.0
961,18.0,60303.0,5,12.0,9.0
962,43.0,48485.0,3,11.0,8.0
963,57.0,31688.0,4,4.0,5.0
964,40.0,38246.0,4,7.0,9.0
965,44.0,57819.0,1,8.0,10.0
966,42.0,56081.0,3,0.0,9.0
967,34.0,42748.0,2,8.0,8.0
968,39.0,57349.0,1,4.0,7.0
969,18.0,45100.0,1,10.0,10.0
970,42.0,32039.0,2,8.0,3.0
971,27.0,63509.0,3,25.0,5.0
972,46.0,45733.0,1,2.0,2.0
973,32.0,43233.0,5,0.0,
974,34.0,77918.0,3,0.0,8.0
975,33.0,68246.0,3,9.0,3.0
976,26.0,54910.0,3,15.0,8.0
977,42.0,29192.0,2,13.0,5.0
978,32.0,62482.0,3,13.0,4.0
979,23.0,49798.0,4,27.0,4.0
980,30.0,41628.0,4,21.0,3.0
981,33.0,22339.0,1,22.0,8.0
982,40.0,76997.0,4,12.0,2.0
983,38.0,30047.0,3,13.0,6.0
984,,71354.0,3,21.0,7.0
985,39.0,51879.0,3,7.0,7.0
986,62.0,34203.0,1,13.0,3.0
987,32.0,58950.0,2,0.0,1.0
988,18.0,37526.0,2,0.0,10.0
989,21.0,36919.0,3,8.0,3.0
990,27.0,47751.0,5,17.0,9.0
991,49.0,44505.0,4,1.0,3.0
992,50.0,35713.0,3,15.0,7.0
993,29.0,50966.0,1,14.0,8.0
994,38.0,57444.0,4,4.0,
995,34.0,65114.0,5,10.0,7.0
996,20.0,36353.0,2,19.0,9.0
997,36.0,45824.0,4,23.0,9.0
998,39.0,30082.0,4,14.0,9.0
999,22.0,68570.0,5,16.0,5.0
1000,38.0,68283.0,1,0.0,9.0
